name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,heat_capacity,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,property_name,property_phase_raw,property_phase_norm,phase_coarse,temperature_K,pressure_kPa,expanded_uncertainty,doi,title,journal,year,primary_inchi,primary_inchikey,source_file,component_regnum,component_count,is_mixture,structure_source,structure_key,abs_delta_T_ref,abs_delta_P_ref
propylferrocene,CCCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,Experimental,C13H16Fe,228.116,2.0,0.0,0.0,0.0,3.761000000000003,-,-,-,-,-,319.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,1.5,10.1021/je800266e,Heat Capacities and Thermodynamic Functions of Propanoylferrocene and Propylferrocene,J. Chem. Eng. Data,2009,"InChI=1S/C8H11.C5H5.Fe/c1-2-5-8-6-3-4-7-8;1-2-4-5-3-1;/h3-4,6-7H,2,5H2,1H3;1-5H;/q2*-1;+2",RKEZHXGBECEYGM-UHFFFAOYSA-N,je800266e.json,1,1,False,inchi,inchikey::RKEZHXGBECEYGM-UHFFFAOYSA-N,0.0,
propanoylferrocene,CCC(=O)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Experimental,C13H14FeO,242.09900000000002,2.0,0.0,1.0,17.07,3.401200000000002,-,-,-,-,-,280.7,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,1.3,10.1021/je800266e,Heat Capacities and Thermodynamic Functions of Propanoylferrocene and Propylferrocene,J. Chem. Eng. Data,2009,"InChI=1S/C8H9O.C5H5.Fe/c1-2-8(9)7-5-3-4-6-7;1-2-4-5-3-1;/h3-6H,2H2,1H3;1-5H;/q2*-1;+2",BWOBSILZMSBFLC-UHFFFAOYSA-N,je800266e.json,2,1,False,inchi,inchikey::BWOBSILZMSBFLC-UHFFFAOYSA-N,0.0,
"1,5-pentanediol",OCCCCCO,Experimental,C5H12O2,104.14899999999999,4.0,2.0,2.0,40.46,0.1413000000000001,-,-,-,-,-,232.49,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,3.6,10.1021/je800356x,"Heat Capacities of Some Liquid alpha,omega-Alkanediols within the Temperature Range between (293.15 and 353.15) K",J. Chem. Eng. Data,2008,"InChI=1S/C5H12O2/c6-4-2-1-3-5-7/h6-7H,1-5H2",ALQSHHUCVQOPAS-UHFFFAOYSA-N,je800356x.json,4,1,False,inchi,inchikey::ALQSHHUCVQOPAS-UHFFFAOYSA-N,0.0,
diisobutyl ether,CC(C)COCC(C)C,Experimental,C8H18O,130.231,4.0,0.0,1.0,9.23,2.3150000000000004,-,-,-,-,-,276.08,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,1.3,10.1021/je800998u,Phase Equilibria and Thermodynamic Properties of Some Branched Alkyl Ethers,J. Chem. Eng. Data,2009,"InChI=1S/C8H18O/c1-7(2)5-9-6-8(3)4/h7-8H,5-6H2,1-4H3",SZNYYWIUQFZLLT-UHFFFAOYSA-N,je800998u.json,1,1,False,inchi,inchikey::SZNYYWIUQFZLLT-UHFFFAOYSA-N,0.0,
"ethane-1,2-diamine",NCCN,Experimental,C2H8N2,60.09999999999999,1.0,2.0,2.0,52.04,-1.0961999999999998,-,-,-,-,-,172.66,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,2.67,10.1021/je900537y,"Heat Capacities of Some Liquid a,?-Alkanediamines in the Temperature Range between (293.15 and 353.15) K",J. Chem. Eng. Data,2010,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,PIICEJLVQHRZGT-UHFFFAOYSA-N,je900537y.json,1,1,False,inchi,inchikey::PIICEJLVQHRZGT-UHFFFAOYSA-N,0.0,
"1,3-propanediamine",NCCCN,Experimental,C3H10N2,74.127,2.0,2.0,2.0,52.04,-0.7060999999999993,-,-,-,-,-,203.59,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,3.15,10.1021/je900537y,"Heat Capacities of Some Liquid a,?-Alkanediamines in the Temperature Range between (293.15 and 353.15) K",J. Chem. Eng. Data,2010,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,XFNJVJPLKCPIBV-UHFFFAOYSA-N,je900537y.json,2,1,False,inchi,inchikey::XFNJVJPLKCPIBV-UHFFFAOYSA-N,0.0,
"1,4-butanediamine",NCCCCN,Experimental,C4H12N2,88.15400000000001,3.0,2.0,2.0,52.04,-0.31599999999999956,-,-,-,-,-,236.33,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,3.66,10.1021/je900537y,"Heat Capacities of Some Liquid a,?-Alkanediamines in the Temperature Range between (293.15 and 353.15) K",J. Chem. Eng. Data,2010,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,KIDHWZJUCRJVML-UHFFFAOYSA-N,je900537y.json,3,1,False,inchi,inchikey::KIDHWZJUCRJVML-UHFFFAOYSA-N,0.0,
"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate",CCCC[N+](C)(CCCC)CCCC.NCCS(=O)(=O)[O-],Experimental,C15H36N2O3S,324.531,11.0,1.0,4.0,83.22,2.3236,-,-,-,-,-,826.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,83.5,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C13H30N.C2H7NO3S/c1-5-8-11-14(4,12-9-6-2)13-10-7-3;3-1-2-7(4,5)6/h5-13H2,1-4H3;1-3H2,(H,4,5,6)/q+1;/p-1",RDPOCARERSGEJW-UHFFFAOYSA-M,je900660x.json,1,1,False,inchi,inchikey::RDPOCARERSGEJW-UHFFFAOYSA-M,0.0,
"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate",CCCC[N+](C)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],Experimental,C19H43N3O2,345.57200000000006,14.0,2.0,4.0,92.17,2.0259000000000023,-,-,-,-,-,823.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,83.2,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C13H30N.C6H14N2O2/c1-5-8-11-14(4,12-9-6-2)13-10-7-3;7-4-2-1-3-5(8)6(9)10/h5-13H2,1-4H3;5H,1-4,7-8H2,(H,9,10)/q+1;/p-1/t;5-/m.0/s1",WSARCUSEEPMYJG-ZSCHJXSPSA-M,je900660x.json,2,1,False,inchi,inchikey::WSARCUSEEPMYJG-ZSCHJXSPSA-M,0.0,
"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate",CCCC[N+](C)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],Experimental,C17H38N2O3,318.502,11.0,2.0,4.0,86.38,1.2777000000000012,-,-,-,-,-,752.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,76.0,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C13H30N.C4H9NO3/c1-5-8-11-14(4,12-9-6-2)13-10-7-3;1-2(6)3(5)4(7)8/h5-13H2,1-4H3;2-3,6H,5H2,1H3,(H,7,8)/q+1;/p-1/t;2-,3+/m.1/s1",CDPJHWCQUJNVDQ-RCROYASPSA-M,je900660x.json,3,1,False,inchi,inchikey::CDPJHWCQUJNVDQ-RCROYASPSA-M,0.0,
tetrabutylphosphonium L-serinate,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],Experimental,C19H42NO3P,363.5230000000001,14.0,2.0,4.0,86.38,3.2603000000000013,-,-,-,-,-,748.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,75.6,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C3H7NO3/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;4-2(1-5)3(6)7/h5-16H2,1-4H3;2,5H,1,4H2,(H,6,7)/q+1;/p-1/t;2-/m.0/s1",NIVFNVUFELHBJP-WNQIDUERSA-M,je900660x.json,4,1,False,inchi,inchikey::NIVFNVUFELHBJP-WNQIDUERSA-M,0.0,
tetrabutylphosphonium 2-aminoethanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.NCCS(=O)(=O)[O-],Experimental,C18H42NO3PS,383.5790000000001,14.0,1.0,4.0,83.22,4.694700000000004,-,-,-,-,-,994.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,100.4,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C2H7NO3S/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;3-1-2-7(4,5)6/h5-16H2,1-4H3;1-3H2,(H,4,5,6)/q+1;/p-1",NCGGUZZRLAJQRD-UHFFFAOYSA-M,je900660x.json,5,1,False,inchi,inchikey::NCGGUZZRLAJQRD-UHFFFAOYSA-M,0.0,
tetrabutylphosphonium L-lysinate,CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],Experimental,C22H49N2O2P,404.62000000000023,17.0,2.0,4.0,92.17,4.397000000000002,-,-,-,-,-,997.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,100.7,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C6H14N2O2/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;7-4-2-1-3-5(8)6(9)10/h5-16H2,1-4H3;5H,1-4,7-8H2,(H,9,10)/q+1;/p-1/t;5-/m.0/s1",AFLMVTVHHQPBDD-ZSCHJXSPSA-M,je900660x.json,6,1,False,inchi,inchikey::AFLMVTVHHQPBDD-ZSCHJXSPSA-M,0.0,
tetrabutylphosphonium L-threoninate,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],Experimental,C20H44NO3P,377.55000000000007,14.0,2.0,4.0,86.38,3.648800000000002,-,-,-,-,-,961.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,97.1,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C4H9NO3/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;1-2(6)3(5)4(7)8/h5-16H2,1-4H3;2-3,6H,5H2,1H3,(H,7,8)/q+1;/p-1/t;2-,3+/m.1/s1",AHMSJQDRPDBCTQ-RCROYASPSA-M,je900660x.json,7,1,False,inchi,inchikey::AHMSJQDRPDBCTQ-RCROYASPSA-M,0.0,
tetrabutylphosphonium L-prolinate,CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1,Experimental,C21H44NO2P,373.5620000000001,13.0,1.0,3.0,52.16,4.692700000000004,-,-,-,-,-,844.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,85.3,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C5H9NO2/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;7-5(8)4-2-1-3-6-4/h5-16H2,1-4H3;4,6H,1-3H2,(H,7,8)/q+1;/p-1/t;4-/m.0/s1",CINUNSVYQPBWNC-VWMHFEHESA-M,je900660x.json,8,1,False,inchi,inchikey::CINUNSVYQPBWNC-VWMHFEHESA-M,0.0,
tetrabutylphosphonium L-valinate,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC,Experimental,C21H46NO2P,375.5780000000001,14.0,1.0,3.0,66.15,4.924000000000004,-,-,-,-,-,747.4,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,75.5,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C5H11NO2/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;1-3(2)4(6)5(7)8/h5-16H2,1-4H3;3-4H,6H2,1-2H3,(H,7,8)/q+1;/p-1/t;4-/m.0/s1",IOXDPECNXMWUKW-VWMHFEHESA-M,je900660x.json,9,1,False,inchi,inchikey::IOXDPECNXMWUKW-VWMHFEHESA-M,0.0,
tetrabutylphosphonium L-cysteinate,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CS)C(=O)[O-],Experimental,C19H42NO2PS,379.59100000000007,14.0,2.0,4.0,66.15,4.197800000000003,-,-,-,-,-,919.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,92.9,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C16H36P.C3H7NO2S/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;4-2(1-7)3(5)6/h5-16H2,1-4H3;2,7H,1,4H2,(H,5,6)/q+1;/p-1/t;2-/m.0/s1",MPCLGXXAQWFIDY-WNQIDUERSA-M,je900660x.json,10,1,False,inchi,inchikey::MPCLGXXAQWFIDY-WNQIDUERSA-M,0.0,
"N,N-dibutyl-N-methylbutanaminium L-serinate",CCCC[N+](C)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],Experimental,C16H36N2O3,304.47499999999997,11.0,2.0,4.0,86.38,0.8892000000000013,-,-,-,-,-,634.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,64.1,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,"InChI=1S/C13H30N.C3H7NO3/c1-5-8-11-14(4,12-9-6-2)13-10-7-3;4-2(1-5)3(6)7/h5-13H2,1-4H3;2,5H,1,4H2,(H,6,7)/q+1;/p-1/t;2-/m.0/s1",QIECOGKBXJWSKP-WNQIDUERSA-M,je900660x.json,11,1,False,inchi,inchikey::QIECOGKBXJWSKP-WNQIDUERSA-M,0.0,
potassium benzoate,O=C([O-])c1ccccc1.[K+],Experimental,C7H5KO2,160.21299999999997,1.0,0.0,2.0,40.129999999999995,-2.945899999999999,-,-,-,-,-,172.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,101.325,1.5,10.1007/s10765-009-0568-4,Low-Temperature Heat Capacities and Standard Molar Enthalpy of Formation of Potassium Benzoate C7H5O2K(s),Int. J. Thermophys.,2009,"InChI=1S/C7H6O2.K/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);/q;+1/p-1",XAEFZNCEHLXOMS-UHFFFAOYSA-M,s10765-009-0568-4.json,5,1,False,inchi,inchikey::XAEFZNCEHLXOMS-UHFFFAOYSA-M,0.0,
1-bromohexane,CCCCCCBr,Experimental,C6H13Br,165.074,4.0,0.0,0.0,0.0,2.9616000000000016,-,-,-,-,-,219.660538594,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,9.32653523,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3",MNDIARAMWBIKFW-UHFFFAOYSA-N,s10765-016-2064-y.json,1,1,False,inchi,inchikey::MNDIARAMWBIKFW-UHFFFAOYSA-N,0.0,
1-bromoheptane,CCCCCCCBr,Experimental,C7H15Br,179.101,5.0,0.0,0.0,0.0,3.351700000000002,-,-,-,-,-,249.393965,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,10.5846918,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C7H15Br/c1-2-3-4-5-6-7-8/h2-7H2,1H3",LSXKDWGTSHCFPP-UHFFFAOYSA-N,s10765-016-2064-y.json,2,1,False,inchi,inchikey::LSXKDWGTSHCFPP-UHFFFAOYSA-N,0.0,
1-bromooctane,CCCCCCCCBr,Experimental,C8H17Br,193.128,6.0,0.0,0.0,0.0,3.741800000000003,-,-,-,-,-,272.151158136,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,11.548849884,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C8H17Br/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3",VMKOFRJSULQZRM-UHFFFAOYSA-N,s10765-016-2064-y.json,3,1,False,inchi,inchikey::VMKOFRJSULQZRM-UHFFFAOYSA-N,0.0,
1-bromododecane,CCCCCCCCCCCCBr,Experimental,C12H25Br,249.23599999999996,10.0,0.0,0.0,0.0,5.302200000000005,-,-,-,-,-,399.29282489,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,16.9477012,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C12H25Br/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-12H2,1H3",PBLNBZIONSLZBU-UHFFFAOYSA-N,s10765-016-2064-y.json,4,1,False,inchi,inchikey::PBLNBZIONSLZBU-UHFFFAOYSA-N,0.0,
1-tetradecyl bromide,CCCCCCCCCCCCCCBr,Experimental,C14H29Br,277.28999999999996,12.0,0.0,0.0,0.0,6.082400000000006,-,-,-,-,-,450.836153154,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,19.13260014,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C14H29Br/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-14H2,1H3",KOFZTCSTGIWCQG-UHFFFAOYSA-N,s10765-016-2064-y.json,5,1,False,inchi,inchikey::KOFZTCSTGIWCQG-UHFFFAOYSA-N,0.0,
1-bromononane,CCCCCCCCCBr,Experimental,C9H19Br,207.155,7.0,0.0,0.0,0.0,4.1319000000000035,-,-,-,-,-,308.303071428,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,13.071238196,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C9H19Br/c1-2-3-4-5-6-7-8-9-10/h2-9H2,1H3",AYMUQTNXKPEMLM-UHFFFAOYSA-N,s10765-016-2064-y.json,6,1,False,inchi,inchikey::AYMUQTNXKPEMLM-UHFFFAOYSA-N,0.0,
1-bromodecane,CCCCCCCCCCBr,Experimental,C10H21Br,221.182,8.0,0.0,0.0,0.0,4.522000000000005,-,-,-,-,-,334.376507332,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,14.177493134,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C10H21Br/c1-2-3-4-5-6-7-8-9-10-11/h2-10H2,1H3",MYMSJFSOOQERIO-UHFFFAOYSA-N,s10765-016-2064-y.json,7,1,False,inchi,inchikey::MYMSJFSOOQERIO-UHFFFAOYSA-N,0.0,
1-bromoundecane,CCCCCCCCCCCBr,Experimental,C11H23Br,235.20899999999997,9.0,0.0,0.0,0.0,4.912100000000005,-,-,-,-,-,373.222214976,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.325,15.829250736,10.1007/s10765-016-2064-y,"Isobaric heat capacity, isothermal compressibility and fluctuational properties of 1- bromoalkanes",Int. J. Thermophys.,2016,"InChI=1S/C11H23Br/c1-2-3-4-5-6-7-8-9-10-11-12/h2-11H2,1H3",IKPSIIAXIDAQLG-UHFFFAOYSA-N,s10765-016-2064-y.json,8,1,False,inchi,inchikey::IKPSIIAXIDAQLG-UHFFFAOYSA-N,0.0,
difluoromethane,FCF,Experimental,CH2F2,52.022999999999996,0.0,0.0,0.0,0.0,0.8829,-,-,-,-,-,51.503152536,-,-,-,-,-,-,"Molar heat capacity at constant volume, J/K/mol",Liquid,liquid,liquid,298.15,12929.0,1.6647483648,10.1007/s10765-008-0535-5,Isochoric Specific Heat Capacity of Difluoromethane (R32) and a Mixture of 51.11mass% Difluoromethane (R32) + 48.89mass% Pentafluoroethane (R125),Int. J. Thermophys.,2008,InChI=1S/CH2F2/c2-1-3/h1H2,RWRIWBAIICGTTQ-UHFFFAOYSA-N,s10765-008-0535-5.json,1,1,False,inchi,inchikey::RWRIWBAIICGTTQ-UHFFFAOYSA-N,0.0,
isopentyl 2-hydroxypropanoate,CC(C)CCOC(=O)C(C)O,Experimental,C8H16O3,160.21299999999997,4.0,1.0,3.0,46.53,0.9564999999999999,-,-,-,-,-,364.02,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Liquid,liquid,liquid,298.15,,3.66,10.1021/acs.jced.9b00209,"Heat Capacity, Density, Vapor Pressure, and Enthalpy of Vaporization of Isoamyl dl-Lactate",J. Chem. Eng. Data,2019,"InChI=1S/C8H16O3/c1-6(2)4-5-11-8(10)7(3)9/h6-7,9H,4-5H2,1-3H3",CRORGGSWAKIXSA-UHFFFAOYSA-N,acs.jced.9b00209.json,1,1,False,inchi,inchikey::CRORGGSWAKIXSA-UHFFFAOYSA-N,0.0,
dicyclohexyl sulfide,C1CCC(SC2CCCCC2)CC1,Experimental,C12H22S,198.37500000000003,2.0,0.0,1.0,0.0,4.385000000000004,-,-,-,-,-,326.14,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Liquid,liquid,liquid,298.15,,0.266,10.1016/j.jct.2003.11.012,"Possible precursors and products of deep hydrodesulfurization of gasoline and distillate fuels IV. Heat capacities, enthalpy increments, vapor pressures, and derived thermodynamic functions for dicyclohexylsulfide between the temperatures (5 and 520) K",J. Chem. Thermodyn.,2004,"InChI=1S/C12H22S/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h11-12H,1-10H2",FTAORUVBXKFVDA-UHFFFAOYSA-N,j.jct.2003.11.012.json,1,1,False,inchi,inchikey::FTAORUVBXKFVDA-UHFFFAOYSA-N,0.0,
"1,2,3,4-tetrahydrodibenzothiophene",c1ccc2c3c(sc2c1)CCCC3,Experimental,C12H12S,188.295,0.0,0.0,1.0,0.0,3.7801000000000027,-,-,-,-,-,268.09,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Liquid,liquid,liquid,298.15,,0.466,10.1016/j.jct.2003.12.012,"Possible precursors and products of deep hydrodesulfurization of gasoline and distillate fuels III. The thermodynamic properties of 1,2,3,4-tetrahydrodibenzothiophene",J. Chem. Thermodyn.,2004,"InChI=1S/C12H12S/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1,3,5,7H,2,4,6,8H2",JCLPOPNXITXHOR-UHFFFAOYSA-N,j.jct.2003.12.012.json,5,1,False,inchi,inchikey::JCLPOPNXITXHOR-UHFFFAOYSA-N,0.0,
"1,1'-bicyclopentyl",C1CCC(C2CCCC2)C1,Experimental,C10H18,138.25400000000002,1.0,0.0,0.0,0.0,3.3668000000000022,-,-,-,-,-,238.69,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Liquid,liquid,liquid,298.15,,0.441,10.1016/j.jct.2004.04.003,"High-energy components of ""designer gasoline and designer diesel fuel"" I. Heat capacities, enthalpy increments, vapor pressures, critical properties, and derived thermodynamic functions for bicyclopentyl between the T=(10 and 600) K",J. Chem. Thermodyn.,2004,"InChI=1S/C10H18/c1-2-6-9(5-1)10-7-3-4-8-10/h9-10H,1-8H2",MAWOHFOSAIXURX-UHFFFAOYSA-N,j.jct.2004.04.003.json,1,1,False,inchi,inchikey::MAWOHFOSAIXURX-UHFFFAOYSA-N,0.0,
"2,6-dimethylquinoline",Cc1ccc2nc(C)ccc2c1,Experimental,C11H11N,157.21599999999998,0.0,0.0,1.0,12.89,2.8516400000000015,-,-,-,-,-,197.94,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Crystal,solid,solid,298.15,,0.399,10.1016/j.jct.2006.10.012,"Thermodynamic properties of methylquinolines: Experimental results for 2,6-dimethylquinoline and mutual validation between experiments and computational methods for methylquinolines",J. Chem. Thermodyn.,2007,"InChI=1S/C11H11N/c1-8-3-6-11-10(7-8)5-4-9(2)12-11/h3-7H,1-2H3",JJPSZKIOGBRMHK-UHFFFAOYSA-N,j.jct.2006.10.012.json,5,1,False,inchi,inchikey::JJPSZKIOGBRMHK-UHFFFAOYSA-N,0.0,
"(1,1-dimethylethyl)benzene",CC(C)(C)c1ccccc1,Experimental,C10H14,134.22199999999998,0.0,0.0,0.0,0.0,2.9841000000000015,-,-,-,-,-,241.59,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Liquid,liquid,liquid,298.15,,0.224,10.1016/j.jct.2008.10.008,"Thermodynamic properties of tert-butylbenzene and 1,4-di-tert-butylbenzene",J. Chem. Thermodyn.,2009,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",YTZKOQUCBOVLHL-UHFFFAOYSA-N,j.jct.2008.10.008.json,1,1,False,inchi,inchikey::YTZKOQUCBOVLHL-UHFFFAOYSA-N,0.0,
"1,4-bis(1,1-dimethylethyl)benzene",CC(C)(C)c1ccc(C(C)(C)C)cc1,Experimental,C14H22,190.32999999999998,0.0,0.0,0.0,0.0,4.281600000000004,-,-,-,-,-,323.15,-,-,-,-,-,-,"Molar heat capacity at saturation pressure, J/K/mol",Crystal 2,solid,solid,298.15,,0.266,10.1016/j.jct.2008.10.008,"Thermodynamic properties of tert-butylbenzene and 1,4-di-tert-butylbenzene",J. Chem. Thermodyn.,2009,"InChI=1S/C14H22/c1-13(2,3)11-7-9-12(10-8-11)14(4,5)6/h7-10H,1-6H3",OOWNNCMFKFBNOF-UHFFFAOYSA-N,j.jct.2008.10.008.json,2,1,False,inchi,inchikey::OOWNNCMFKFBNOF-UHFFFAOYSA-N,0.0,
